idx	C3L-01663	C3N-03486	C3L-02665	C3L-02163	C3N-03875	C3N-01846	C3N-02375	C3L-02619	C3L-02649	C3N-02339	C3N-02252	C3N-02285	C3N-02288	C3L-02963	C3L-02627	C3L-00568	C3L-02349	C3L-04071	C3N-01893	C3L-00081	C3N-01194	C3L-03961	C3N-01025	C3L-00927	C3L-04391	C3L-00415	C3L-02170	C3N-02300	C3N-03662	C3L-02951	C3N-01028	C3L-02130	C3N-03092	C3N-03424	C3N-04155	C3L-02969	C3L-02127	C3L-02650	C3L-00603	C3L-02625	C3L-01606	C3N-02425	C3N-01892	C3N-03441	C3L-03963	C3L-04014	C3L-00923	C3N-03072	C3L-01285	C3L-02660	C3N-00555	C3L-01000	C3L-02891	C3N-03093	C3N-02374	C3N-03051	C3N-03886	C3N-02675	C3L-04013	C3N-03425	C3L-01838	C3L-03965	C3L-03272	C3L-00993	C3L-00904	C3N-02434	C3L-02669	C3L-00965	C3N-02283	C3L-03678	C3L-02968	C3N-00247	C3L-02164	C3L-02552	C3N-03880	C3N-02435	C3N-03076	C3L-02646	C3N-02523	C3L-02964	C3L-03962	C3L-02629	C3L-02168	C3N-02289	C3N-02426	C3N-02494	C3N-03848	C3L-02546	C3N-00211	C3N-01017	C3N-03204	C3N-00221	C3N-03882	C3N-03851	C3N-02284	C3L-00445	C3L-01455	C3N-04124	C3N-04162	C3L-03961	C3L-01884	C3L-02358	C3N-01411	C3N-01020	C3N-00497	C3N-04127	C3L-02648	C3N-03877
hsa-miR-548c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548d-3p	0.6182	0	0.6085	0	0.3768	0	0	1.1864	0	0.2892	0	0.2263	0	0	0	0	0	0.3686	0.3388	0	0	0.2969	0	0	0	0	0.2484	0.258	0	0	0.828	0	0.3115	0	0	0	0.8203	0.2618	1.2268	0	0	0	0.2884	0.1742	0	0.372	0.3148	0.242	0	0.8402	0	0.1526	0.8327	0.5353	0	0.1765	0.5553	0	0.9192	1.1838	0	0.3737	0.1594	1.0738	0.1615	0	0	0.2319	0	0.4377	0.592	0	0.2696	0	0.5891	0	0.7998	0	0.2192	0.2828	0.405	0	0	0.5101	0	0.2157	0.6084	0.1094	0.7107	0	0	0	0	0.8995	0.7272	0	0.1517	0	0.2088	0	0.7843	0.4503	0	0.1761	0.6917	0.1753	0	0
hsa-miR-548d-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548e-3p	3.1038	4.3235	4.0803	2.8562	4.3505	3.6793	3.05	4.1129	4.1457	2.2882	3.5095	4.5958	3.9569	3.3299	4.4072	2.2358	2.9857	3.5573	3.0874	1.8933	3.9326	3.5392	3.7142	4.2743	3.2038	2.6527	4.0445	3.3646	2.9934	3.3338	3.8256	3.856	3.5806	3.7328	3.7942	3.8529	2.9569	4.0284	5.0428	3.5224	4.0786	4.1063	4.0818	3.7355	3.9586	3.6907	3.7868	3.4167	3.7632	3.9531	4.6621	3.9127	3.8357	4.3124	3.1744	4.9269	4.2237	3.1132	2.5729	3.8258	3.1259	3.6475	3.7547	4.4878	3.2879	2.9052	3.5323	3.3066	5.5243	3.6459	3.5891	3.816	3.1387	2.5343	3.8015	3.5347	4.5756	3.1277	4.2764	3.8067	3.9109	3.4911	3.428	3.2709	3.0636	3.2796	4.1205	3.0301	3.5284	3.4083	4.4232	2.7091	3.7602	5.5352	3.6276	3.0495	4.0557	3.6507	3.4137	3.9069	4.1087	2.925	2.801	3.7513	3.411	4.4803	3.9825	3.7954
hsa-miR-548e-5p	0	1.0136	0	0.1428	0.4833	0.2375	0.6287	1.0936	0.3985	0	1.0062	0.4218	0	0	1.3353	0.7619	0.4927	0	0.6939	0	0	0.6519	0	0.3013	0.2444	1.1822	0.2484	0	0	0.2168	0.3897	0	0.7848	0.4491	0.1798	1.1841	0.4677	0.3767	0.5998	0.1015	0	1.0036	0.1514	0.3296	0.5225	0	0.3148	0	1.5884	0.1214	0.659	0.2906	0.3922	0.7814	0.2321	0	0.7013	0.7025	0	0.4296	0.1452	0.1989	0.6636	0.2881	0.3068	0	0.2965	0.6071	0.7639	0.1225	0.592	0.6441	0	0	0	0	0.5791	0.7687	0.4095	0.9001	0.5181	0.4408	0	0.2261	0.8195	0.4034	0.4787	0.3952	0.3191	0.3255	1.6124	0	0.2443	0.8006	0.6287	0.1509	0.2889	0.2043	0.5531	0.1671	0	0.6656	0	0.7218	0	0.828	0.1992	0
hsa-miR-548f-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548f-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548g-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548g-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548h-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548h-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548j-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1782
hsa-miR-548j-5p	2.9525	2.1364	1.786	0.9532	3.0466	4.0189	3.1422	1.9393	2.7834	0.9992	2.1471	2.7418	2.61	0.7861	1.6851	2.0053	1.4669	1.6706	1.599	2.7561	2.667	1.9472	3.3268	4.0996	1.7257	0	2.81	1.9408	2.5084	1.6362	2.6488	1.0863	2.3149	1.9259	1.1338	2.3214	1.1867	1.4281	2.5218	1.7673	2.8188	2.8135	2.4101	1.4159	3.4643	1.3883	1.15	2.1	2.6052	1.5517	3.3864	2.5902	1.9884	2.1713	2.2749	2.4399	2.6954	1.6475	0.8416	3.2908	1.1831	1.393	1.6335	3.537	2.5503	2.2714	1.5366	2.756	3.2557	1.6848	1.6581	2.9284	2.0651	2.2991	2.2827	2.0858	2.074	1.4903	2.2552	2.0869	3.6993	1.4156	2.5111	1.4311	2.812	1.5537	2.3029	1.1766	1.3338	3.145	2.3202	0	2.1117	4.1348	2.8962	2.7036	2.185	1.4185	1.9852	1.7891	1.6631	1.3019	2.8445	2.7189	2.753	2.6548	1.8145	2.9943
hsa-miR-548k	3.0674	6.3276	3.8372	2.6324	4.8657	3.3902	3.9602	3.8405	5.3034	3.3044	2.8982	3.9717	3.5686	3.2769	3.175	3.4858	4.1001	4.611	3.4555	5.9371	3.1583	3.421	7.0391	4.2392	3.1747	4.8113	3.5263	3.7582	3.1632	3.6268	3.932	5.2741	3.5806	3.4887	4.395	4.3409	3.8984	3.2859	4.4684	2.9453	3.8828	4.7541	3.4685	3.2434	4.5306	4.1024	3.1578	3.9644	8.8595	3.5607	4.8763	4.4434	3.1392	4.4373	4.0165	3.925	8.4013	2.8374	2.7318	4.0233	2.5536	3.8385	3.8396	4.3382	3.4531	3.7707	5.2229	3.8156	6.9747	3.5833	3.9265	3.458	3.2519	2.7552	5.4604	5.1217	4.1127	3.8848	3.6232	4.6081	4.6613	3.3295	2.8128	3.4156	3.2779	3.0459	3.9596	3.0577	2.9285	3.4083	4.3394	2.9349	5.0412	5.4066	6.6291	3.5345	5.2821	2.7285	3.6646	3.6204	4.1087	3.12	3.284	4.2419	6.1271	3.7306	3.9414	4.0571
hsa-miR-548l	1.9191	2.0204	1.2625	1.5222	2.2869	1.1716	0.448	1.9393	2.1177	0.9168	1.3861	1.7192	1.6894	1.1423	2.1577	1.2578	1.4669	1.3792	1.27	1.563	1.9902	1.4403	1.1301	1.1875	1.0755	0.7089	1.5719	1.5646	0.7745	1.2001	1.7336	1.9984	1.2903	1.0673	0.6143	1.1841	0.921	1.3173	1.5651	1.2087	1.8169	2.4464	2.3171	1.6698	1.5316	1.122	1.3004	1.4025	2.5403	1.4159	1.8883	2.1203	0.7003	1.4839	2.4231	1.7412	1.2681	0.8096	1.0628	0.5484	0.8853	1.472	0.6636	2.0335	2.1872	1.2213	1.0458	1.0331	4.0773	2.5099	2.3745	0	0.7817	1.0326	1.3293	2.2502	2.54	1.3265	1.9832	1.6625	1.448	1.0511	1.2906	1.385	1.542	1.0903	2.0523	1.0173	1.0183	1.9199	0	1.0757	1.0754	2.197	1.6711	0.5272	0.8286	0.816	0.952	1.6828	0.9282	0.5973	1.1885	1.9952	2.1654	1.6765	1.0261	1.2906
hsa-miR-548m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3368
hsa-miR-548n	0	0	0.2325	0.6996	1.4807	1.0522	0.2413	1.0936	0.2129	0	0.3814	0.1176	0.7264	0	0.3527	0	0	0.3686	0.6939	0.2836	0.2609	0	0	0	0.1274	0	0.2484	0.9848	0.5123	0.2168	0.551	0	1.4258	0.4491	0.845	1.0638	0.4677	0.5824	1.2268	0	0.8131	1.0036	0.1514	0.4699	0.1959	0.7952	0.9821	0.6303	0	1.0986	2.0314	1.4189	0	0.9249	0	0.7232	1.3589	0	0.7596	1.7278	0.1452	0.3737	0.8621	0.2881	0.5596	0	0.6157	0.4317	0.6074	0	0.3261	0.3577	0.7817	0	0.4181	0.2275	0.4547	0.2643	1.57	0.1483	1.2656	0.9656	0.1642	0.8184	0.1317	0	0.4787	0.3952	1.0679	0	0	0.7352	0	0.1682	0.523	0	0.2889	0.816	0.5531	1.074	0	0.6656	0.7133	0.7218	0	0.3316	0.7994	1.2109
hsa-miR-548o-3p	1.4393	1.8943	1.8574	0.8735	3.1145	1.734	1.6712	1.7697	2.0638	0.9168	1.1443	1.6815	1.6894	0.312	1.3353	1.3914	1.7255	1.208	1.2163	0.9021	1.3705	1.3782	2.6933	1.9212	0.9433	0	1.8602	1.3036	0.9962	0.9805	0.828	1.5222	0.8823	1.5596	1.4464	1.5845	0.8203	0.9224	2.6458	1.2087	2.9423	2.1524	1.286	1.7817	2.0705	1.9787	1.2272	1.4989	0.1812	1.9297	2.9551	1.5891	1.3573	1.8138	1.0336	2.0441	2.9208	0.4609	2.1903	2.1597	0.8853	1.686	1.6335	2.8005	1.9862	0.4145	1.2897	2.1661	3.0277	1.6445	1.7697	2.1754	1.9547	0.5218	1.8834	1.4372	1.5733	1.2674	2.0419	1.3919	2.3518	1.4786	0.9739	1.3374	0.7391	2.0793	1.1246	1.4084	0.6469	1.4707	2.9137	0.9155	2.2856	2.5718	1.9411	1.4671	1.9151	1.7144	1.44	1.8395	1.5784	1.0185	0.5124	1.3552	0.8641	1.4221	1.8145	1.6938
hsa-miR-548o-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548q	0.4016	0	0.4327	0	0.1368	0.2375	0	0	0	0.1518	0	0	0.1775	0.312	0.1871	0	0	0	0.4361	0	0.4817	0.1561	1.1301	0.1585	0.1274	2.1324	0.1295	0	0	0.2168	0.2079	0.1697	0	0.3144	0.1798	0.2409	0.328	0	0.1416	0.1015	0	0.3642	0.2884	0	0.1959	0	0.6867	0.242	0.6184	0.3373	0	0.4166	0.2094	0	0	0.1765	0.2098	0	0	0.1578	0.1452	0.1989	0	0.5281	0.1615	0.2221	0	0	0	0.2354	0	0.3577	0.4966	0	0	0.2275	0	0.1382	0	0.4058	0	0	0.3116	0.1175	0	0	0	0.6336	0.3594	0	0	0	0	0	1.0651	0.1509	0	0	0.2088	0	0	0.102	0	0	0.4958	0	0.5303	0
hsa-miR-548s	1.1915	2.1364	0.9065	1.0287	1.5801	1.2819	2.4248	0.648	2.4471	1.0771	0.7706	0.8868	1.7468	0	0.6359	2.0053	2.263	0.1961	1.3719	1.509	1.6691	1.1742	0.3077	1.0323	0.5474	1.6394	1.1514	0.1347	0.5123	0.4053	1.1637	0.9989	1.4891	1.1488	0.9478	0.9326	1.1867	0.7624	3.1434	1.2087	2.6837	0.6547	1.7328	1.3448	0.9052	0.9126	1.15	0.9359	3.4287	1.4159	2.3912	1.6924	1.3573	0.7814	1.5458	1.497	1.1712	0.8096	0.9928	0.8554	0	1.1261	1.2641	0.9138	1.7009	0.2221	0.7522	1.3615	2.7936	1.4241	1.4728	2.0339	0.598	0.8353	1.6714	3.0309	2.9389	0.8514	1.2096	1.0585	1.3897	1.0511	0.7851	1.755	0.7391	1.0903	1.0351	1.6448	0.5457	2.0133	1.1442	0	1.412	2.3448	0.906	0.8254	1.9975	0.9355	0.6987	1.7891	0.7843	0.5257	0.8897	1.28	1.0181	1.113	1.0261	2.2669
hsa-miR-548t-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548t-5p	0.514	0	0	0.2727	0.3768	1.1716	0	0.1913	0	0.9168	0	0.2263	0	0.5685	0.1871	1.5136	0.1836	0	0.122	0.9021	0	0	0.3077	0.3013	0.3526	0	0	0.1347	0.1917	0.572	0	0	0.3115	0	0.3396	0	0	0.3767	0.6948	0	0	1.0036	0.5287	0.3296	0.1959	0.7952	0	0	0	0.4343	0.9745	0	0	0.5353	0	0.1765	0	0	0.6727	0.5484	0	0.3737	0	0.7338	0.6712	0.999	0.3831	0	0.7639	0.2354	0.4652	0	0.1411	0.1205	0	0.5968	0.5791	0.1382	0.2192	0.2828	0	0	0	0	0	0.5694	0	0.2111	0.0986	0.815	0.8853	0	0	0	0.4089	0	0.4142	0.5423	0	0.5765	0	0	0	0.3331	0	1.113	0.5303	0
hsa-miR-548u	0	0.2263	0	0	0	0	0.6287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3077	0.3013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9471	0.2852	0	0	0.1514	0	0	0.372	0	0	1.8247	0	0	0	0	0	0	0	0.2098	0	0	0	0	0	0.1594	0.2881	0	0	0	0	0	0	0.3261	0	0	0	0	0	0.3184	0	0	0.2828	0	0	0.3116	0	0	0.2157	0	0	0	0	0	0	0	0	0.2851	0.2876	0	0	0	0	0.4448	0.2867	0	0	0	0	0	0.1782
hsa-miR-548v	1.1223	1.238	0.2325	1.6231	1.3175	1.8814	1.5862	1.0936	0	0.6369	1.0062	2.3193	1.3622	0	0.6359	0.3009	2.179	1.0136	0.7705	0.2836	0	1.2455	1.1301	1.5726	0.2444	2.1324	1.3769	1.1844	2.2311	0.7214	1.8622	1.6424	1.2174	0.5723	1.5805	1.4943	1.6051	1.3738	3.0205	0.7274	1.2557	1.0036	1.1487	0.5977	1.967	0.7952	1.6195	1.4989	0	1.7531	3.3321	1.7887	0.8327	0.1241	2.1669	2.9817	1.525	0.8096	0.5802	1.1084	0.613	0.7984	2.1713	0.7338	0.3068	2.5427	0.6856	2.8636	1.3621	0.8459	2.4766	0.508	1.3454	1.2596	0.7419	1.4372	0.8987	1.0038	1.488	1.9722	1.8877	1.0511	1.6083	0.8862	1.0367	1.2938	1.6315	1.8791	0.3594	1.5968	0.6827	2.9761	0.7976	0.6944	1.1385	1.8224	1.0762	1.0459	0.6987	1.6828	1.3924	1.4639	0.5124	0.4746	0.4958	0.6011	1.6197	1.3661
hsa-miR-548w	0	0	0	0	0.1368	0	0	0	0	0	0.3814	0.1176	0	0	0	0	0	0	0	0	0	0	0	0	0.2444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7096	0	0.1594	0	0	0	0	0	0	0	0	0	0	0.3351	0	0	0	0	0	0	0	0	0	0	0.1317	0	0.1778	0	0	0	0	0	0	0	0	0	0	0	0.6987	0.3169	0	0	0	0	0	0	0	0
hsa-miR-548x-3p	2.8276	4.7988	4.6913	2.1481	0.6753	5.2291	0.2413	3.4863	0	0	0.1386	0.1176	0	2.7387	0	1.5136	0.8594	0	4.2612	0.1487	2.1914	4.2944	0.7767	4.6396	0.1274	4.2783	3.6175	0	6.3601	0	3.9024	0.8064	0.1641	0	0	0	0	0	5.7956	0	1.2557	0	5.4278	3.5739	2.9703	4.6923	0	0.6303	0	0	1.3471	4.3983	1.6722	0	0.2321	0	0	0	0	3.8834	0	0	0.1594	1.4688	0	0.8736	0.3831	0	9.3366	1.603	0	0	0	0	0	4.9086	0.168	0	0.4095	0.2828	0	0.6741	0	3.0815	2.2702	0	0	0	0	0	0	0.2887	0	0	0.2851	3.344	4.8821	0	0	2.7062	0	0.102	0	0.3331	0.4958	2.3603	0	0
hsa-miR-548x-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548y	0.6182	0.7479	1.8574	1.2964	0.2618	0.2375	0	0.1913	0	0	0	1.8608	0	0	0	0.7619	0.1836	0	0.5272	0	0	0	0	0.4313	0	0	0.2484	0	0.6493	0	1.5924	1.5835	0.7848	0.1657	0.3396	0	0	0	2.0691	0.1015	0.8131	0	0.4135	0	0	1.0211	0	0	0	0.1214	0.2546	0.1526	0.2094	0.1241	0	0.1765	0.2098	0.1705	0	0.5484	0	0	0	0.9138	0	0	0	0.7635	0	0	0.4652	0	0.1411	0	0	1.4372	1.1602	0	0	0.1483	0.148	0.4408	0	0.3271	0.2524	0	0	0	0	0.815	1.9652	0	0	0	0	0	0.5295	0	0	0	0	0	0	0	0.2691	0	0.5303	0.3368
hsa-miR-548z	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-549a	1.8351	1.6816	0.7652	0.8735	1.4283	0.62	0.7893	1.885	1.1842	0.4146	1.1443	2.8477	1.9064	0.8837	3.0599	1.1107	1.3178	1.2961	1.1023	1.6151	2.667	2.4477	1.7559	1.6811	1.6428	1.538	1.5255	0	1.0955	1.5589	1.4359	2.4901	0.6802	1.9714	0.3396	1.8255	1.8289	1.3173	1.1618	0.1015	1.2557	1.2843	1.9955	1.27	1.0131	1.122	2.2569	0.9359	0.3421	1.266	2.5893	1.0813	2.2943	1.3881	0.9051	1.4288	0.7013	0.1705	1.5266	1.9599	1.1142	0.5296	0.3029	0.9138	1.1275	0	1.4589	0	0	2.4643	1.8224	1.5703	1.8762	1.4091	0.5891	2.1974	1.9412	1.3832	0.2192	1.4502	1.329	2.3699	0.3116	1.8599	0.8195	0.9766	1.1246	1.2738	1.1621	0	1.9198	0.7352	0.2443	0.8006	2.2369	0.5272	1.4718	1.6459	0.952	1.4432	1.059	0.9102	1.5453	2.0863	0.6917	0.719	3.3266	0.9414
hsa-miR-550a-3-5p	0.8065	0.8869	0.7652	0.3918	1.5312	0.7789	0.2413	0.9944	1.3732	0.1518	1.7311	0.4218	1.5673	0	1.6851	0.5497	0.4927	0.662	1.6807	0.8157	1.8385	0.9366	0.7767	0.8584	0.5474	3.2094	1.0239	1.0544	0.7745	0.2168	0.551	1.391	0.6802	0.981	1.515	0.6278	0.4677	0.6752	1.6623	0.4481	0	1.3669	0.6353	0.5977	0.5225	0.6675	0.166	1.0674	0.8503	1.266	0.9745	1.2932	0.5545	0.9249	0.7639	1.3573	1.872	0.7025	1.2546	1.3888	0.7096	0.5296	0.3029	1.0738	1.3449	2.4578	0.8769	0.7635	0.905	0.8459	1.2601	0.7685	0.8654	0.5218	1.4227	1.1346	0.8987	0.7687	0.2192	1.1316	1.504	0.1624	0.3116	0.8184	0.3638	0.8532	0.3361	0.3952	0.8866	1.3326	0	0.7352	1.7652	0.8995	1.8566	0.9946	1.3516	0.5423	1.0637	0.9873	1.6631	0.6656	1.8312	1.4947	0.6917	0.719	1.6197	1.2906
hsa-miR-550a-3p	2.0366	2.3912	4.1244	2.7486	3.1793	2.4046	3.4371	2.3536	2.8486	1.7831	3.0984	2.5248	4.1607	3.1054	3.5266	0.9468	2.8565	2.537	2.8432	3.7652	2.8762	2.6185	3.6336	3.0561	2.2301	2.9965	2.1316	2.6746	3.0189	1.7096	1.9225	2.9289	2.6556	2.0155	3.4878	2.5624	3.114	1.5798	3.3027	2.3028	1.1773	3.5029	2.4975	2.6758	4.0116	3.6061	1.6756	3.2044	4.5284	4.3508	3.675	3.1755	2.426	2.0197	2.2219	2.2943	4.1107	2.5279	2.7102	2.8794	1.9081	3.0173	2.0944	2.7059	2.6075	4.308	2.3736	2.756	3.6257	1.9056	2.7457	1.9835	2.1676	2.5343	3.1808	2.5316	2.3434	2.6617	2.6441	2.7525	3.5207	2.2666	2.4488	2.2682	1.6775	2.3768	2.183	1.8791	2.0766	2.8225	2.6333	3.9029	2.899	4.1748	2.3648	2.4063	1.8276	2.2638	2.2443	1.9809	3.1017	1.8337	1.8312	2.8803	0.8641	2.4311	3.5976	3.4756
hsa-miR-550a-5p	2.6908	2.8307	3.8194	3.314	3.9	3.2343	3.3625	3.54	4.1966	2.8731	3.0108	2.9463	3.5844	2.3519	2.8264	2.4345	2.7146	2.2139	3.5345	4.0844	2.6213	2.5638	3.8151	3.2089	2.3128	5.512	1.7835	3.0773	2.396	2.1395	1.7993	2.1683	2.6829	2.1403	3.4707	2.7688	2.6101	2.6489	4.9923	1.1148	2.8695	3.8431	2.469	2.9638	3.6597	3.8165	1.6195	3.116	5.5799	3.6643	5.1595	3.121	3.0053	2.2551	1.988	3.1392	3.7402	0.8096	3.265	3.6772	2.5273	2.7894	1.6335	3.2323	2.07	4.6892	2.0942	3.7233	3.6659	3.2216	3.3042	2.8461	2.2002	2.1082	2.9493	1.9648	2.8178	2.9134	3.0392	2.9474	4.1491	1.8562	2.8373	1.8932	2.2118	2.421	1.958	2.4977	2.8599	4.3567	3.0252	3.4844	3.927	4.5921	3.4515	2.8869	3.3189	1.6459	1.867	1.7891	2.9414	2.6994	2.6621	2.5372	3.2953	2.5632	4.0486	3.6965
