idx	C3N-03848	C3L-03272	C3N-02494	C3L-00568	C3L-02625	C3L-00923	C3N-03204	C3N-03093	C3L-01455	C3N-01017	C3L-02627	C3N-03441	C3L-02660	C3L-02963	C3N-02339	C3N-03425	C3L-02650	C3L-02546	C3N-03875	C3N-04162	C3N-02374	C3L-02168	C3N-03877	C3L-01884	C3N-04127	C3N-02435	C3L-02969	C3N-00497	C3L-03962	C3N-04124	C3N-02252	C3N-01846	C3L-02163	C3N-02675	C3L-02964	C3N-02375	C3L-02127	C3L-04013	C3L-02665	C3L-00993	C3N-03882	C3N-00221	C3N-02425	C3L-03963	C3L-04071	C3N-00555	C3L-01000	C3L-02358	C3L-00603	C3L-02130	C3L-02669	C3N-03092	C3N-02575	C3L-02619	C3N-03851	C3L-02552	C3L-02164	C3N-01411	C3N-03486	C3N-02426	C3L-02648	C3L-02349	C3N-02434	C3L-03965	C3L-00904	C3N-03076	C3L-04014	C3N-02523	C3L-02649	C3L-00415	C3N-01020	C3N-01025	C3N-03424	C3L-03961	C3N-01028	C3L-00445	C3L-01285	C3L-02968	C3L-02891	C3N-03880	C3N-02289	C3L-04391	C3L-00927	C3L-01606	C3L-02951	C3L-01663	C3L-00081	C3N-02288	C3N-03051	C3N-01194	C3N-01892	C3N-02285	C3N-01893	C3L-02629
hsa-miR-7162-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-744-3p	1.8545	2.1397	2.2111	1.152	2.5192	1.8113	2.6144	1.1804	0.8592	1.6142	1.9261	2.175	1.8037	2.3798	2.443	2.178	2.2633	1.6464	2.1439	2.4373	2.2748	2.0506	2.5054	2.3284	2.0731	1.2921	1.7443	1.8442	1.9164	2.1337	2.7039	1.7361	2.0335	1.754	2.0592	1.4074	1.0798	2.0499	2.1223	2.3786	2.4531	1.6506	2.5917	1.6245	2.3744	2.0249	2.0091	1.4739	1.1118	1.6387	1.7055	2.0621	2.1703	2.9678	2.2524	2.6929	2.258	1.5775	2.6822	1.1969	1.4862	1.7213	1.3033	2.4484	1.7871	2.1634	1.9601	2.2464	1.7162	2.7574	1.9996	1.3843	2.1184	2.4477	1.6076	2.2089	1.7336	1.6362	2.4084	2.6274	2.1021	2.1442	2.0049	1.4413	2.2569	1.8861	1.3281	2.0652	2.2091	1.6934	2.1679	2.1626	1.8834	1.7969
hsa-miR-744-5p	6.2693	5.8034	5.7656	6.1554	6.0159	7.0796	6.9619	6.7053	7.0135	6.9316	5.8555	6.4819	6.481	6.3444	6.608	6.4624	5.9745	6.4509	6.4309	6.3909	6.9139	6.7328	6.3047	6.1423	5.4242	5.7256	5.9934	7.3654	6.2569	6.3889	6.804	6.8887	6.4913	6.414	6.3363	6.6235	5.934	6.2251	6.2786	6.9028	6.33	5.8505	6.7623	5.9048	6.3972	7.0283	6.8411	6.7563	6.8526	6.6489	6.3992	6.5927	6.6226	7.1297	6.6769	6.8986	6.5753	6.8399	6.5759	7.0231	6.3569	6.834	6.598	6.4666	6.6386	6.5691	6.5431	6.6474	5.6453	7.1394	6.556	6.4677	6.7785	6.15	6.6355	6.5767	6.9447	6.3432	6.0081	6.0122	6.3825	5.8835	7.2696	6.785	6.4361	7.1569	7.0591	6.5131	6.4832	7.063	5.8561	6.3294	6.6341	6.1723
hsa-miR-7515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-758-3p	0.8359	0.5402	0.4669	1.5888	0.6841	1.4185	1.114	1.86	1.1512	1.3286	1.0841	1.0643	1.3704	1.0039	1.2864	0.7372	1.9593	0.3065	1.5995	1.9446	1.0959	1.404	2.0707	1.7476	1.7037	1.2921	0.8056	1.1987	0.799	0.8852	1.9501	1.8337	1.1908	1.2772	1.1495	0.6629	0.7383	0.292	1.0044	1.6921	0.6411	0.7298	0	1.1093	1.9222	0.206	1.1441	1.2763	1.7322	1.6774	1.1804	1.0699	2.0879	1.7301	1.6452	1.2242	1.8316	0.2875	0.3113	0.8481	0.8858	1.6269	1.0903	1.2123	1.9787	1.9437	0.6737	1.346	0.5619	2.0955	2.044	1.0522	2.1728	1.1014	0.3702	0	1.0467	1.1283	1.6574	1.9217	1.9294	0.4244	1.2053	0.5149	1.3065	1.4842	0.8587	1.5027	1.597	2.084	1.7499	1.6975	1.9652	2.1753
hsa-miR-758-5p	0.1774	0	0	0.3356	0.1652	0.4164	0.5517	0	0.2672	0.3503	0.1532	0	0.1548	0.2422	0.5653	0.4658	1.3337	0	0.8057	0.5134	0.1918	0.1041	0	0	0.162	0.4459	0	0.428	0.1276	0	0.7106	1.1148	0	0.4211	0.1659	0.2563	0	0.292	0.4172	0.6088	0.2914	0.2198	0	0.3004	0.1884	0.206	0	0.341	0.472	0.1171	0.4456	0	0.4596	0	0.1135	0.3138	0.9185	0	0	0.2445	0.1453	0	0	0.1392	0.1349	1.0753	0.1177	0	0.3626	0.3356	0.5848	0.62	0.8762	0.3272	0.7918	0.1698	0.6612	0.4108	0.1348	0.2621	0	0.4244	0	0.2284	0.4009	0.2627	0.5507	0.1329	0.5123	0.1528	0.5981	0.5347	0	0.334
hsa-miR-759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-760	0.4776	0.6487	0.3636	0.4321	0.5708	0.7392	0.9498	1.2411	1.2777	0.7546	0.6416	0.7886	0.7958	1.4035	0.9705	1.3894	0.2042	0.7741	0.9722	0.5134	0.6496	1.184	0.989	1.2553	0.162	0.8837	0.7146	0.6821	1.0125	0.5095	0	0.5521	0.8111	0.8588	0.3146	1.0492	1.3557	0.4185	0.8785	1.1252	0.2914	1.1058	1.3055	0.9456	0.5044	0.9417	0.589	0.8479	0.6605	1.0698	0.9964	0.9834	0.5851	0.5993	0.9262	0.7898	0.6382	0.7325	1.2169	0.4534	0.8006	1.1719	0.9286	1.0095	0.7539	1.3683	1.0741	0.9937	0.6521	0.6077	0.7002	0.922	1.0608	0.7106	0.6645	0.5847	1.2948	0.6108	0.7532	0.6759	1.6466	0.5421	0.9291	1.1381	0.6568	1.2619	0.6609	0.7447	0.8041	0.417	0.3877	1.1596	0.1474	1.3578
hsa-miR-761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7641	0	0.1552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1452	0	0	0	0	0	0.2563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-765	0	0	0	0	0	0.8097	0.302	0	0	0.1858	0	0	0	0.2422	0.4434	0.3627	0	0.3065	0	0	0.1918	0.1041	0.1675	0	0	0	0	0.2298	0.1276	0.1452	0	0.4326	0	0	0.1659	0.3692	0	0	0	0.1779	0.153	0.1141	0.1669	0.3004	0	0.6906	0	0.341	0	0	0.2399	0	0	0.717	0	0	0	0	0.164	0.3175	0	0	0	0.1392	0.2583	0.3965	0	0	0	0.478	0	0.4414	0.1158	0	0	0	0.4726	0	0.258	0	0.8277	0	0.1381	0.3304	0	0.2627	0	0	0	0.417	0	0	0	0
hsa-miR-766-3p	2.0495	2.3789	2.4057	3.0889	1.671	2.3968	2.3101	2.8742	2.8695	2.899	2.5401	2.6905	2.5392	2.0701	2.1237	2.178	2.728	2.2109	2.826	3.096	2.0944	2.6411	2.0707	2.6803	2.3333	2.3174	2.5642	3.2156	2.2326	2.4455	2.3904	2.8897	1.8342	2.6212	3.137	1.5094	2.0421	2.0885	2.2293	3.2527	2.2976	2.3777	2.8589	2.6071	2.8071	2.0249	2.4954	2.4209	2.6823	1.9541	2.6431	2.8043	2.4267	3.0819	2.2524	2.5204	3.0414	2.5486	2.5401	1.817	2.2675	2.3127	2.4639	2.3938	2.3556	2.2134	2.2709	1.8211	1.7975	2.6711	2.7809	2.0776	2.8777	2.4136	2.7131	2.4913	1.8153	1.9631	2.3263	2.6274	2.8283	1.7631	3.2689	3.0811	2.2951	2.5344	2.5559	2.804	2.4249	3.4221	2.5686	2.3004	1.8834	2.9093
hsa-miR-766-5p	0.1774	0.5402	0.5633	0.6077	0.3135	0.323	0.7644	0.3699	0.4926	0.498	0.5341	0.1651	0.2945	0	0.3102	0.1313	0.2042	0.6344	0.1465	0.8913	0.1918	0.2922	0.3175	1.1689	0	0.3121	0.4011	0.7577	0.1276	0.398	0.8864	0.4326	0.5388	0.5603	0.9816	0	0.4159	0.4185	0	0.3363	0.5337	0.1141	0.9863	0	0	0.5464	0.2651	0.7749	0.6605	0.4203	0.2399	0.3153	0.7006	0	0.4949	0.5713	1.0011	0	0.7845	0.3175	0.3983	0.9559	0.2938	0	0.2583	0.5602	0.2266	0.633	0.5619	0.7266	0.4593	0.2375	0.1158	0.3272	0.6645	0.1698	0.57	0.1786	0.1348	0	0.368	0.752	1.0033	0.1187	0.1739	0.5843	0.4315	0	0.7133	0.7401	0.3877	0.8361	0.1474	0
hsa-miR-767-3p	0	0.2953	0	0	0	0	0	0	0.1398	0	0	0	0	0	0	0	0	0	0	0.3617	0	0	0	0	0	0	0	0	0	0	0	0.1591	0	0	0	0	0	0	0.2237	0	0	0	0	0.3004	0	0	0.1386	0	0	0.1171	0	0	0	0	0	0	0	0	0.164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2627	0	0	0	0	0	0	0.1474	0
hsa-miR-767-5p	0	2.3789	0	0	0	0.1159	0.4322	1.9354	0	0	0.1532	0	0	0	0	0.1313	0	0	0.1465	0.3617	0	0.2922	0.1675	0	0	0.6814	0.4011	0.1195	0	0.2771	0	0.6625	0.3806	0.0946	0	0	0	0.5347	2.7079	0.1779	0.2914	0	0.1669	1.8264	0	0.206	1.1441	0	0	1.1816	0.1249	0.8914	0	0	0	0	0	0	1.0591	0.2445	0.2773	0.2736	0.1544	0	0	0	0	0.5267	0	0.3356	0	0	0.1158	0	0	0	0.3681	0.1786	0.258	0	0	0	0.2641	0	0.4692	2.0689	0	0.1329	0.4003	0.5329	0.5981	0.1534	0.1474	0.334
hsa-miR-769-3p	1.5667	1.759	1.1019	1.0942	1.4958	1.6667	1.7846	1.9354	1.8661	2.5722	1.7925	1.5557	1.4016	1.3001	1.8634	1.4409	1.7793	1.9707	1.7446	2.0965	1.6475	2.3549	1.8908	1.6868	1.5944	0.9752	1.3799	1.7362	1.7676	1.539	2.0642	1.8801	1.923	1.6948	2.3962	2.2894	1.8325	1.4236	1.1202	1.6921	1.4214	1.0495	1.8868	1.729	1.0814	1.5826	1.4932	1.688	1.4551	1.6774	1.8208	1.6775	2.3927	1.9859	2.0675	2.1379	1.5319	1.6803	2.0464	2.3042	0.8006	2.186	1.8009	1.6911	1.7871	1.8831	1.9282	1.8211	0.6521	1.7472	1.7001	1.3843	1.4174	1.5408	1.861	1.7	1.647	1.5414	1.1211	1.0673	1.1758	1.7631	1.4896	1.7294	1.5782	2.4314	1.9218	1.8885	1.1884	2.084	2.0654	1.9695	1.4443	1.2826
hsa-miR-769-5p	6.9705	6.8139	7.2301	7.2582	6.8705	7.1779	7.0004	6.8609	7.4586	7.1664	6.7738	6.5965	6.632	7.069	6.8745	6.8449	6.8286	6.8437	7.0894	7.2841	6.4966	7.0992	7.4437	7.1686	6.906	7.1076	6.4125	7.4181	7.1074	7.0603	6.8244	7.0661	7.0551	6.8019	7.1456	6.9995	6.7919	6.7032	6.8139	7.1627	7.121	6.737	6.7193	7.1992	7.0835	6.7318	6.8487	7.0101	7.0467	6.7453	6.8373	6.9907	7.1064	6.9018	7.1655	7.1636	7.0416	7.2272	6.8091	6.9286	6.6095	6.678	6.7525	6.9706	7.4164	7.165	7.1277	7.0821	6.3883	7.3567	6.9258	7.0086	7.107	6.7125	7.2361	7.0559	7.1377	7.1855	6.4811	6.9507	6.9998	6.995	6.9975	7.1236	6.9422	7.0271	7.2507	6.7973	6.641	7.4608	7.0162	7.1543	6.965	6.8254
hsa-miR-770-5p	0	0	0	0	0	0	0.1589	0	0	0	0	0	0.0795	0	0	0	0	0	0	0	0	0.1041	0.3176	0	0.162	0	0	0	0	0	0	0.3023	0	0.1834	0	0	0	0	0	0.479	0	0	0	0	0	0	0	0	0	0	0.3464	0	0.5851	0.1747	0	0	0	0	0	0	0.2773	0.1433	0	0.1392	0.2583	0	0	0	0.3626	0	0	0.2375	0.3227	0.1729	0	0	0	0	0	0	0.1334	0	0.2641	0	0	0	0	0	0	0	0	0	0.1474	0.1766
hsa-miR-7702	0	0.1552	0	0.7642	0	0	0.1589	0.5725	0	0	0	0.6836	0	0	0	0	0.2042	0	0	0.776	0	0.1041	0.1675	0	0	0	0.6174	0.8296	0	0	0	0.3023	0.2944	0.4211	1.9268	0.3692	0.1523	0.4185	0	0.6088	0	0	0	0	0.1884	0	0	0	0.2552	0.1171	0.4456	0	0.322	0	0.2187	0	0.4156	0.2875	0.4449	0.2445	0	0	0.6458	0.1392	0	0.2118	0.2266	0	0	0.1775	0.7002	0	0.3227	0	0.6645	0	0.2556	0.2602	0.258	0.137	0	0.6508	0	1.1381	0.1739	0	0.1586	0.1329	0.1461	1.2268	0.2696	0	0.621	0.1766
hsa-miR-7703	0	0	0	0	0	0	0	0	0	0	0	0.4475	0.0795	0	0	0	0	0	0	0	0	0	0.1675	0	0	0	0	0	0	0	0	0.1591	0	0	0	0	0	0	0	0	0	0	0.3165	0	0	0.3862	0	0	0.2552	0	0	0.4504	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2118	0	0	0	0	0	0.2375	0	0	0	0.1698	0	0	0	0	0.2555	0	0	0	0	0	0.1586	0	0.2788	0	0.1411	0	0	0
hsa-miR-7704	0	0	0	0	0	0.1159	0	0	0	0	0	0	0	0.1262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1276	0	0	0.3023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1158	0	0	0	0	0	0.258	0	0	0	0.1381	0	0	0	0	0	0	0.1528	0	0	0	0
hsa-miR-7705	0.9379	1.4347	1.2827	1.3626	0.5708	0.5868	1.6837	1.2411	0.9379	0.7546	1.6453	1.2225	0.9305	1.2456	1.5455	1.5854	1.2439	1.2274	0.9722	1.0974	1.0959	1.32	0.5777	1.806	1.2059	0.5685	1.9175	1.2519	1.0772	1.1142	0.9669	0.9505	1.1908	0.5603	1.436	0.83	1.1538	1.9276	1.3272	1.1252	0.7411	1.5729	1.3754	1.5119	2.0247	1.8516	2.0796	0.4389	0.8271	1.3346	0.9964	1.9751	0.4596	1.4867	1.1555	1.2973	0.2899	1.8663	0.3113	0.4534	1.4862	0.9559	1.0117	1.1478	1.1856	0.9627	1.1861	0.9937	1.2224	1.7472	1.3216	1.5697	0.809	1.4762	1.1177	0.9997	0.9774	1.3681	1.7015	1.3749	1.3504	1.0977	1.8527	0.599	2.0039	1.4317	1.4558	0.471	1.4358	1.2941	1.8764	1.794	0.8958	1.6248
hsa-miR-7706	2.4106	2.2122	2.8689	2.9327	2.6917	2.2523	2.9331	3.6875	2.9286	2.7595	2.1244	2.7174	2.4819	2.5013	2.1237	2.7681	2.6251	2.723	2.3394	2.8897	2.3966	2.9089	2.7361	2.515	2.6927	1.9626	2.6648	2.3631	2.4435	2.9591	2.8384	2.131	2.8606	2.9722	2.8986	1.8579	2.4767	3.012	3.1233	2.8151	2.5935	2.6287	2.8093	2.8348	2.9442	2.9259	2.8784	3.2257	2.7252	2.7548	2.6638	2.3992	2.8831	3.448	1.9805	3.1531	3.2583	2.5486	3.3264	2.7091	2.4182	2.8189	2.8501	2.6007	2.2406	2.7083	2.9481	2.3745	2.2659	3.1468	2.8575	2.7498	2.7402	2.1904	2.8657	3.0655	2.5231	2.2891	3.4707	2.6955	2.8283	2.4148	3.3564	2.5995	2.553	3.0339	2.5559	3.2615	3.0988	2.5915	2.6417	3.1276	2.8124	2.6645
hsa-miR-7843-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1675	0	0	0.1644	0.1464	0	0	0	0.2776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7843-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7844-5p	0	0	0	0.2322	0	0	0.1589	0	0	0.1858	0	0	0	0.4496	0	0	0	0	0	0	0	0	0	0	0	0.1644	0	0	0	0	0	0	0.105	0	0.6863	0	0	0.292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1544	0.1392	0	0	0	0	0	0.1775	0.4593	0	0	0	0	0	0.2556	0	0.1348	0	0	0	0	0	0.2536	0	0	0.5681	0	0	0	0	0.1474	0
hsa-miR-7845-5p	0	0	0	0	0	0	0	0	0	0	0.1532	0	0	0	0	0	0	0.3065	0.1465	0	0	0	0	0	0	0	0	0.2298	0	0	0	0.1591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1461	0	0	0	0	0
hsa-miR-7846-3p	0.1774	0	0	0.2322	0.1652	0.2232	0	0	0	0	0.1532	0	0	0.3496	0	0	0	0.2114	0	0	0	0.2012	0	0.6368	0.162	0	0	0	0.1276	0.1452	0.1454	0	0.4618	0	0	0.1338	0	0.1534	0	0	0	0	0	0	0	0.206	0.1386	0	0	0.4203	0	0	0	0	0	0	0	0	0.882	0.0862	0	0	0	0	0.2583	0	0	0	0	0	0	0	0	0.1729	0	0	0	0	0	0	0.7468	0	0	0.2284	0.4009	0	0.3015	0	0.1461	0	0.3877	0	0	0
hsa-miR-7847-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7848-3p	0.1774	0	0.1316	0	0	0	0	0	0	0	0	0	0.0795	0	0	0.3627	0	0	0.1465	0.3617	0	0	0.1675	0	0	0	0.1464	0	0	0	0	0	0	0	0	0	0.2901	0	0	0	0.153	0	0	0	0.1884	0.5464	0.1386	0	0.2552	0	0.1249	0	0.322	0	0	0	0	0	0	0	0	0	0	0.1392	0.2583	0.2118	0	0.4119	0	0	0.4593	0	0	0	0	0.3218	0	0.0921	0	0	0	0.1558	0.7682	0.1187	0	0.4849	0	1.0438	0	0.2909	0	0	0	0
hsa-miR-7849-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1187	0	0	0	0	0	0	0	0	0	0
hsa-miR-7850-5p	0	0	0	0	0	0.1159	0	0	0	0	0	0.1651	0	0	0	0	0	0	0	0	0	0.1041	0	0	0.5609	0	0	0	0	0	0	0	0	0	0	0	0.1523	0	0	0	0	0	0	0	0	0	0.2651	0.1228	0.2552	0	0	0	0	0	0	0.3138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3272	0	0.1698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1766
hsa-miR-7851-3p	0.1774	0	0	0	0	0	0	0	0	0	0.4179	0.3132	0	0	0	0	0.2042	0.2114	0.1465	0	0	0	0	0.502	0.162	0	0	0	0.1276	0	0	0.1591	0	0.4924	0.1659	0	0	0	0	0	0.2914	0	0	0.158	0	0	0.3813	0	0.2552	0.1171	0	0.3153	0	0	0	0	0	0	0	0	0.1453	0	0	0	0	0	0	0	0.2515	0	0.1699	0.2375	0	0	0	0	0	0	0	0.2621	0	0	0	0	0	0.2627	0	0.1329	0	0.417	0	0	0	0
hsa-miR-7852-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8406	0	0	0	0	0	0	0	0	0	0	0	0.1786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7853-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2422	0	0	0.2042	0	0	0	0	0	0	0.1874	0.3076	0	0.2794	0	0	0	0	0.1591	0	0	0	0	0	0	0	0	0	0	0	2.3366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3716	0	0	0	0	0	0	0	0	0	0.1461	0.1528	0	0	0.2811	0.1766
hsa-miR-7854-3p	0.3353	0.7496	0	0.6881	0.5708	0.4164	0.5517	0.3699	0.4926	0.1858	0	0	0.6473	0.1262	0.1634	0	0	0.3065	0	0.1922	0	0	0.3175	0.7601	0.6727	0	0.6174	0.898	0	0	0.3986	0.1591	0.8111	0	0.6863	0.1338	0	0.5347	0.2237	1.0357	0.153	0.6563	0.6899	0.6588	0.1884	0.5464	0.4889	0.2361	0.472	0.5087	0.2399	0.1663	0	0.9269	0.2187	0.6847	0.4156	0	0.5672	0	0.6134	0	0.5377	0.1392	0.372	0.2118	0.8877	0	0.5619	0.6077	0.1699	0	0.7385	0	0.3702	0	0.3681	0.6108	0	0.2621	0.1334	0.5421	1.2053	0.9587	0.5345	0.8471	0.4315	0.5681	0.4003	0	0	0.1534	0.4035	0.334
hsa-miR-7855-5p	0	0	0	0.1208	0	0	0	0.2568	0.1398	0	0	0.1651	0	0	0	0	0.2042	0	0.2794	0.1922	0.3611	0	0	0.1874	0	0	0	0	0	0	0.1454	0	0.105	0	0	0	0	0	0.2237	0	0	0	0	0.5489	0	0	0	0	0	0	0.2399	0.3153	0	0	0.2187	0.4483	0	0	0	0.0862	0	0	0	0.2662	0	0	0	0	0	0.1775	0	0	0.1158	0.1729	0	0	0	0	0.1348	0	0	0.1558	0	0	0	0	0	0	0	0.1528	0	0	0	0
hsa-miR-7856-5p	0	0	0	0	0	0	0	0	0	0	0	0.1651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7973	0	0	0	0	0	0	0	0	0.1398	0	0	0	0	0.1262	0	0	0	0	0	0	0.1918	0.1041	0.1675	0	0	0	0	0	0	0.1452	0.2776	0.1591	0	0.3462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2399	0.1663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1158	0	0	0	0	0	0	0	0.2555	0	0	0.1187	0	0	0	0	0	0	0.4967	0.5347	0	0.1766
hsa-miR-7974	0	0	0.1316	0.1208	0	0.4164	0.4322	0	0	0	0.1532	0	0.4219	0	0	0	0	0	0	0.1922	0	0.2922	0.3176	0	0.4398	0	0	0	0	0.2771	0.3986	0.4326	0	0.5603	0	0	0.2901	0	0.2237	0.3363	0.2914	0	1.073	0.158	0	0	0.3813	0.1228	0	0	0.9964	0.4504	0	0.4712	0.8627	0	0.1522	0	0	0	0	0	0.1544	0.2662	0	0	0.2266	0.1508	0.3626	0.7266	0	0	0.1158	0	0.3702	0.5847	0	0.0921	0.1348	0	0	0	0.2641	0.3304	0	0.3781	0.1586	0.3669	0.2788	0.5329	0.1411	0.292	0.5163	0
hsa-miR-7975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
